course_id,course_number,professor,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
CS 510,510,"Nguyen, Thien Huu",10,2,2,2,2,0,2,0,0,0,0,0,0,0,6,4,0,0,0,3.54
CS 510,510,"Wang, Yu",15,3,6,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3.88
CS 513,513,"Wilson, Christopher",9,3,1,1,1,2,1,0,0,0,0,0,0,0,5,4,0,0,0,3.522
CS 531,531,"Choi, Jee Whan",10,2,2,2,2,0,1,1,0,0,0,0,0,0,6,3,1,0,0,3.5
CS 532,532,"Li, Jun",12,3,2,1,2,3,0,1,0,0,0,0,0,0,6,5,1,0,0,3.467
CS 533,533,"Li, Jun",18,1,7,9,1,0,0,0,0,0,0,0,0,0,17,1,0,0,0,3.811
CS 541,541,"Childs, Henry Roberts",11,4,3,1,1,1,0,0,0,0,0,1,0,0,8,2,0,1,0,3.545
CS 551,551,"Gupta, Suyash",14,0,5,2,2,1,0,3,0,0,0,0,0,1,7,3,3,0,1,3.136
CS 551,551,"Wilson, Christopher",17,1,11,0,2,3,0,0,0,0,0,0,0,0,12,5,0,0,0,3.741
CS 571,571,"Nguyen, Thanh Hong",27,0,10,9,5,1,0,0,1,0,0,0,0,1,19,6,1,0,1,3.511
CS 572,572,"Nguyen, Thien Huu",28,5,8,3,4,6,1,0,0,0,0,0,0,1,16,11,0,0,1,3.464
CS 573,573,"Lowd, Daniel Baruch",12,0,3,2,1,3,1,0,2,0,0,0,0,0,5,5,2,0,0,3.2
CS 607,607,"Childs, Henry Roberts",12,0,6,1,1,0,1,0,1,0,0,0,0,2,7,2,1,0,2,2.975
CS 621,621,"Hou, Tao",24,1,0,3,6,3,4,3,2,1,0,1,0,0,4,13,6,1,0,2.846
CS 621,621,"Jiao, Lei",12,5,3,3,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,3.867
CS 621,621,"Wilson, Christopher",23,1,8,3,5,3,2,0,0,0,0,0,0,1,12,10,0,0,1,3.391
CS 630,630,"Durairajan, Ramakrishnan",20,3,4,4,2,5,0,0,0,0,0,1,0,1,11,7,0,1,1,3.27
CS 630,630,"Li, Jun",13,0,4,6,2,1,0,0,0,0,0,0,0,0,10,3,0,0,0,3.677
CS 631,631,"Malony, Allen",20,0,8,5,2,4,0,0,1,0,0,0,0,0,13,6,1,0,0,3.555
CS 632,632,"Durairajan, Ramakrishnan",10,2,1,1,3,0,0,0,2,0,0,0,0,1,4,3,2,0,1,2.96
CS 670,670,"Lowd, Daniel Baruch",59,2,22,13,7,9,4,0,0,0,0,0,0,2,37,20,0,0,2,3.475
