course_id,course_number,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
AA 508,508,16,2,1,7,6,0,0,0,0,0,0,0,0,0,10,6,0,0,0,3.606
AAA 321,321,44,2,13,9,3,9,4,1,1,1,0,0,0,1,24,16,3,0,1,3.341
AAA 399,399,15,0,6,2,7,0,0,0,0,0,0,0,0,0,8,7,0,0,0,3.633
AAA 408,408,19,6,3,1,1,0,0,3,1,1,0,0,0,3,10,1,5,0,3,2.821
AAA 608,608,11,0,1,3,4,2,1,0,0,0,0,0,0,0,4,7,0,0,0,3.364
AAAP 410,410,12,0,3,3,4,1,1,0,0,0,0,0,0,0,6,6,0,0,0,3.5
AAAP 411,411,9,4,1,0,2,1,0,1,0,0,0,0,0,0,5,3,1,0,0,3.544
AAAP 510,510,105,20,45,23,10,3,4,0,0,0,0,0,0,0,88,17,0,0,0,3.79
AAAP 511,511,66,5,26,16,9,5,2,0,3,0,0,0,0,0,47,16,3,0,0,3.626
AAAP 521,521,24,0,7,12,5,0,0,0,0,0,0,0,0,0,19,5,0,0,0,3.704
AAAP 522,522,26,0,13,12,0,1,0,0,0,0,0,0,0,0,25,1,0,0,0,3.823
AAAP 531,531,23,2,11,1,0,6,2,0,1,0,0,0,0,0,14,8,1,0,0,3.526
AAAP 538,538,9,1,3,3,2,0,0,0,0,0,0,0,0,0,7,2,0,0,0,3.744
AAAP 551,551,36,3,18,10,3,1,0,0,1,0,0,0,0,0,31,4,1,0,0,3.775
AAD 199,199,32,2,16,6,2,2,1,0,0,2,0,0,0,1,24,5,2,0,1,3.528
AAD 250,250,1550,0,933,252,110,123,48,14,28,12,5,2,1,22,1185,281,54,8,22,3.641
AAD 251,251,1328,11,740,221,93,87,48,27,35,27,6,4,3,26,972,228,89,13,26,3.548
AAD 252,252,1065,0,350,260,107,109,95,35,34,25,5,6,7,32,610,311,94,18,32,3.293
AAD 301,301,302,0,125,56,23,24,23,14,12,9,1,4,2,9,181,70,35,7,9,3.296
AAD 312,312,184,0,96,43,21,9,5,4,1,2,0,1,0,2,139,35,7,1,2,3.633
AAD 315,315,71,0,28,21,10,8,2,1,0,0,0,0,0,1,49,20,1,0,1,3.583
AAD 410,410,37,0,21,9,1,1,1,1,1,1,0,0,0,1,30,3,3,0,1,3.576
AAD 420,420,51,1,26,11,4,2,4,2,0,0,1,0,0,0,38,10,2,1,0,3.62
AAD 421,421,30,0,5,7,3,8,1,1,0,2,1,1,1,0,12,12,3,3,0,3.04
AAD 425,425,13,2,4,0,2,2,2,0,0,0,0,0,0,1,6,6,0,0,1,3.231
AAD 430,430,186,0,60,48,36,21,9,6,1,1,0,1,0,3,108,66,8,1,3,3.453
AAD 434,434,21,0,10,1,4,3,1,2,0,0,0,0,0,0,11,8,2,0,0,3.486
AAD 510,510,28,14,9,1,1,0,0,1,1,0,0,1,0,0,24,1,2,1,0,3.725
AAD 612,612,39,0,21,13,5,0,0,0,0,0,0,0,0,0,34,5,0,0,0,3.81
ACTG 211,211,8875,243,779,843,1050,1340,1075,942,1220,796,23,337,6,221,1865,3465,2958,366,221,2.696
ACTG 213,213,6990,198,820,799,861,1204,897,693,627,497,64,160,28,142,1817,2962,1817,252,142,2.841
ACTG 340,340,1962,50,285,242,276,488,200,155,169,57,5,21,2,12,577,964,381,28,12,3.043
ACTG 350,350,1802,103,212,270,275,309,197,137,142,89,1,21,2,44,585,781,368,24,44,2.996
ACTG 351,351,1402,54,256,170,186,259,146,122,138,50,1,12,0,8,480,591,310,13,8,3.073
ACTG 352,352,1310,51,249,148,163,235,145,96,95,72,0,42,0,14,448,543,263,42,14,3.021
ACTG 360,360,1383,41,175,216,243,281,190,89,75,46,0,11,2,14,432,714,210,13,14,3.085
ACTG 410,410,398,6,157,115,51,28,23,12,5,0,0,0,0,1,278,102,17,0,1,3.592
ACTG 425,425,54,0,10,13,12,12,3,3,1,0,0,0,0,0,23,27,4,0,0,3.346
ACTG 440,440,1168,38,213,194,213,266,102,70,48,19,0,2,1,2,445,581,137,3,2,3.245
ACTG 450,450,1209,56,205,92,124,230,108,105,132,84,0,33,0,40,353,462,321,33,40,2.859
ACTG 460,460,37,0,3,11,19,4,0,0,0,0,0,0,0,0,14,23,0,0,0,3.443
ACTG 470,470,1224,27,145,120,178,228,144,136,109,86,2,33,1,15,292,550,331,36,15,2.864
ACTG 480,480,78,0,23,15,22,9,6,1,1,0,0,0,0,1,38,37,2,0,1,3.431
ACTG 510,510,328,19,127,86,52,31,9,3,1,0,0,0,0,0,232,92,4,0,0,3.659
ACTG 525,525,23,2,8,4,6,2,1,0,0,0,0,0,0,0,14,9,0,0,0,3.622
ACTG 560,560,22,0,10,11,0,1,0,0,0,0,0,0,0,0,21,1,0,0,0,3.805
ACTG 580,580,147,0,73,49,17,8,0,0,0,0,0,0,0,0,122,25,0,0,0,3.765
ACTG 608,608,425,19,186,113,60,38,7,1,1,0,0,0,0,0,318,105,2,0,0,3.702
ACTG 610,610,408,16,160,89,61,65,10,3,2,2,0,0,0,0,265,136,7,0,0,3.605
ACTG 612,612,1167,28,243,302,212,260,111,6,4,0,0,0,0,1,573,583,10,0,1,3.43
ACTG 616,616,21,0,3,8,6,4,0,0,0,0,0,0,0,0,11,10,0,0,0,3.495
ACTG 617,617,330,8,35,78,64,88,46,7,3,1,0,0,0,0,121,198,11,0,0,3.284
ACTG 618,618,316,18,57,43,37,71,34,7,18,20,0,10,0,1,118,142,45,10,1,3.108
ACTG 619,619,25,2,9,4,5,4,1,0,0,0,0,0,0,0,15,10,0,0,0,3.6
ACTG 620,620,46,0,18,9,8,10,0,0,0,0,0,0,0,1,27,18,0,0,1,3.515
ACTG 625,625,185,9,41,17,19,40,27,11,12,5,0,4,0,0,67,86,28,4,0,3.137
ACTG 630,630,336,8,71,93,57,73,28,3,3,0,0,0,0,0,172,158,6,0,0,3.44
ACTG 631,631,509,20,140,74,103,109,36,9,13,4,0,0,0,1,234,248,26,0,1,3.402
ACTG 642,642,186,0,37,95,38,13,3,0,0,0,0,0,0,0,132,54,0,0,0,3.613
ACTG 662,662,509,10,142,124,111,70,38,8,6,0,0,0,0,0,276,219,14,0,0,3.489
ACTG 681,681,60,0,20,17,12,11,0,0,0,0,0,0,0,0,37,23,0,0,0,3.592
ACTG 682,682,33,2,15,10,4,1,1,0,0,0,0,0,0,0,27,6,0,0,0,3.755
AEII 013,013,12,0,6,0,0,3,1,0,0,1,0,1,0,0,6,4,1,1,0,3.2
AEII 014,014,71,4,19,18,5,9,10,0,1,0,2,2,0,1,41,24,1,4,1,3.32
AEII 015,015,154,24,54,20,17,22,5,0,0,1,1,1,0,9,98,44,1,2,9,3.413
AEII 016,016,68,6,25,14,6,6,4,2,2,0,0,0,0,3,45,16,4,0,3,3.426
AEII 024,024,38,1,7,5,7,10,4,0,0,1,0,1,0,2,13,21,1,1,2,3.082
AEII 025,025,142,6,18,32,21,27,19,1,4,3,1,2,0,8,56,67,8,3,8,3.061
AEII 026,026,93,12,30,15,8,10,2,3,2,0,0,1,1,9,57,20,5,2,9,3.203
AEII 033,033,11,1,5,2,0,0,1,0,0,1,0,0,0,1,8,1,1,0,1,3.255
AEII 034,034,38,7,11,4,3,7,3,0,0,2,1,0,0,0,22,13,2,1,0,3.434
AEII 035,035,124,15,33,19,15,15,13,2,3,2,0,3,0,4,67,43,7,3,4,3.298
AEII 036,036,104,6,30,24,10,14,11,2,0,0,2,1,0,4,60,35,2,3,4,3.324
AEII 064,064,43,11,10,9,2,7,4,0,0,0,0,0,0,0,30,13,0,0,0,3.621
AEIP 060,060,46,6,19,8,4,4,3,0,1,1,0,0,0,0,33,11,2,0,0,3.622
AEIS 101,101,1252,136,309,256,112,163,87,43,49,36,8,7,10,36,701,362,128,25,36,3.277
AEIS 102,102,1584,204,369,349,184,160,119,51,56,43,5,8,5,31,922,463,150,18,31,3.354
AEIS 107,107,1542,54,211,318,251,218,196,75,64,70,15,14,7,49,583,665,209,36,49,3.052
AEIS 108,108,428,17,59,101,70,52,39,24,25,20,3,2,1,15,177,161,69,6,15,3.074
AEIS 110,110,1286,58,205,272,210,170,124,67,53,43,18,19,10,37,535,504,163,47,37,3.094
AEIS 111,111,1822,87,267,380,261,280,228,107,69,58,18,18,7,42,734,769,234,43,42,3.111
AEIS 112,112,2030,125,420,472,256,262,206,92,79,41,9,12,9,47,1017,724,212,30,47,3.243
AFR 199,199,15,1,2,6,3,0,1,0,1,0,1,0,0,0,9,4,1,1,0,3.34
AFR 215,215,599,77,198,96,81,39,32,24,15,9,1,3,3,21,371,152,48,7,21,3.394
AIM 607,607,37,1,15,9,7,3,2,0,0,0,0,0,0,0,25,12,0,0,0,3.643
AIM 610,610,13,1,7,3,0,2,0,0,0,0,0,0,0,0,11,2,0,0,0,3.777
AIM 642,642,33,0,14,7,5,4,3,0,0,0,0,0,0,0,21,12,0,0,0,3.591
AIM 654,654,12,3,4,4,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0,3.733
AIM 656,656,20,0,13,6,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,3.875
AIM 665,665,34,0,13,17,2,1,0,1,0,0,0,0,0,0,30,3,1,0,0,3.729
ANTH 110,110,636,0,32,85,89,131,86,65,45,28,13,13,6,43,117,306,138,32,43,2.646
ANTH 114,114,2225,208,537,371,240,345,179,98,88,36,21,16,7,79,1116,764,222,44,79,3.224
ANTH 119,119,2114,99,488,439,272,283,188,97,88,40,11,12,13,84,1026,743,225,36,84,3.183
ANTH 145,145,4583,411,1133,733,568,672,331,201,192,91,38,65,23,125,2277,1571,484,126,125,3.23
ANTH 150,150,3020,175,698,495,340,406,292,164,173,96,37,45,28,71,1368,1038,433,110,71,3.129
ANTH 161,161,5615,555,921,1083,713,695,578,310,294,148,48,66,33,171,2559,1986,752,147,171,3.137
ANTH 162,162,624,10,78,130,104,111,69,31,35,14,6,10,2,24,218,284,80,18,24,3.012
ANTH 163,163,2911,17,456,586,444,544,293,184,163,73,25,38,11,77,1059,1281,420,74,77,3.057
ANTH 165,165,2993,84,807,672,378,388,239,126,118,47,9,14,6,105,1563,1005,291,29,105,3.255
ANTH 170,170,1713,24,77,108,149,247,218,192,234,134,68,74,35,153,209,614,560,177,153,2.305
ANTH 171,171,2695,78,453,303,308,380,279,258,220,130,70,88,40,88,834,967,608,198,88,2.826
ANTH 173,173,5132,169,471,347,488,1340,389,452,697,180,122,162,28,287,987,2217,1329,312,287,2.651
ANTH 175,175,1901,200,293,300,277,329,167,91,102,55,26,26,7,28,793,773,248,59,28,3.159
ANTH 176,176,1368,76,136,132,142,161,137,111,144,92,48,58,37,94,344,440,347,143,94,2.561
ANTH 199,199,84,6,15,14,21,10,5,2,2,3,2,1,1,2,35,36,7,4,2,3.174
ANTH 199L,199L,86,2,39,4,11,8,2,6,4,2,3,0,0,5,45,21,12,3,5,3.181
ANTH 220,220,3275,381,638,585,405,471,241,149,164,68,28,31,27,87,1604,1117,381,86,87,3.21
ANTH 223,223,392,40,86,73,64,65,26,12,9,5,1,0,2,9,199,155,26,3,9,3.335
ANTH 224M,224M,41,2,8,6,6,7,1,4,1,0,1,1,1,3,16,14,5,3,3,2.924
ANTH 243,243,60,3,3,10,11,13,14,2,1,0,2,0,0,1,16,38,3,2,1,3.055
ANTH 248,248,279,6,39,37,24,59,23,21,35,11,6,8,1,9,82,106,67,15,9,2.827
ANTH 250,250,180,9,31,33,18,45,17,1,10,3,1,4,0,8,73,80,14,5,8,3.084
ANTH 255,255,376,71,167,74,32,14,6,2,4,1,2,1,0,2,312,52,7,3,2,3.743
ANTH 260,260,899,39,213,142,123,178,55,39,53,27,6,9,2,13,394,356,119,17,13,3.205
ANTH 270,270,2150,133,290,257,253,314,209,159,184,118,56,56,27,94,680,776,461,139,94,2.821
ANTH 274,274,1825,217,307,246,203,281,186,110,104,50,22,31,23,45,770,670,264,76,45,3.092
ANTH 278,278,2369,109,355,352,327,414,200,142,164,77,42,55,23,109,816,941,383,120,109,2.926
ANTH 280,280,58,2,12,7,5,5,5,3,7,2,4,1,0,5,21,15,12,5,5,2.714
ANTH 310,310,109,13,36,20,18,9,4,1,3,3,0,0,1,1,69,31,7,1,1,3.498
ANTH 311,311,112,19,40,19,7,9,5,5,1,0,0,1,1,5,78,21,6,2,5,3.438
ANTH 314,314,65,0,9,10,12,7,9,4,2,2,2,3,0,5,19,28,8,5,5,2.771
ANTH 315,315,587,63,108,106,67,73,54,27,34,24,4,3,3,21,277,194,85,10,21,3.14
ANTH 320,320,106,46,39,4,1,10,0,0,5,0,0,1,0,0,89,11,5,1,0,3.765
ANTH 322,322,262,27,35,31,32,45,33,8,18,10,1,4,2,16,93,110,36,7,16,2.941
ANTH 326,326,109,0,18,14,15,16,13,9,3,5,4,3,3,6,32,44,17,10,6,2.77
ANTH 328,328,16,1,1,6,2,0,3,2,0,1,0,0,0,0,8,5,3,0,0,3.2
ANTH 329,329,516,88,175,85,42,45,27,19,8,7,0,0,0,20,348,114,34,0,20,3.459
ANTH 330,330,2133,30,480,260,237,455,181,113,174,70,16,36,10,71,770,873,357,62,71,3.014
ANTH 331,331,480,1,67,118,97,67,54,25,9,8,5,4,0,25,186,218,42,9,25,3.073
ANTH 332,332,1565,22,337,129,168,390,83,82,185,48,16,39,6,60,488,641,315,61,60,2.918
ANTH 340,340,91,12,34,19,8,5,1,4,2,1,1,0,0,4,65,14,7,1,4,3.457
ANTH 341,341,1096,44,134,154,142,197,126,77,74,79,9,12,13,35,332,465,230,34,35,2.896
ANTH 342,342,611,44,142,94,71,105,39,24,39,11,2,7,3,30,280,215,74,12,30,3.126
ANTH 343,343,453,28,60,60,71,83,51,27,19,15,3,3,3,30,148,205,61,9,30,2.935
ANTH 344,344,1533,119,360,271,206,197,100,84,61,51,12,10,11,51,750,503,196,33,51,3.193
ANTH 345,345,215,13,40,35,12,34,17,9,17,23,2,2,1,10,88,63,49,5,10,2.921
ANTH 346,346,60,12,26,8,1,5,2,2,2,2,0,0,0,0,46,8,6,0,0,3.622
ANTH 347,347,155,3,18,25,23,35,16,13,7,5,3,3,0,4,46,74,25,6,4,2.967
ANTH 349,349,962,5,198,162,106,150,88,50,94,44,11,16,7,31,365,344,188,34,31,2.975
ANTH 361,361,273,15,27,18,40,36,30,24,31,16,5,8,5,18,60,106,71,18,18,2.63
ANTH 362,362,1570,103,381,269,226,239,129,70,58,33,11,10,6,35,753,594,161,27,35,3.251
ANTH 365,365,2916,354,528,572,335,343,234,135,106,90,25,21,9,164,1454,912,331,55,164,3.136
ANTH 366,366,266,5,23,22,23,51,31,30,42,11,6,9,4,9,50,105,83,19,9,2.621
ANTH 369,369,2132,163,421,366,275,359,193,78,120,65,17,21,7,47,950,827,263,45,47,3.177
ANTH 373,373,363,1,37,46,40,86,46,27,31,10,6,11,4,18,84,172,68,21,18,2.752
ANTH 375,375,43,4,10,4,5,8,1,2,2,2,0,0,0,5,18,14,6,0,5,2.93
ANTH 376,376,403,20,47,63,43,73,43,24,38,15,7,11,1,18,130,159,77,19,18,2.867
ANTH 399,399,84,32,15,5,10,12,4,3,0,1,0,0,0,2,52,26,4,0,2,3.511
ANTH 399L,399L,20,3,11,1,2,1,1,0,0,0,0,0,0,1,15,4,0,0,1,3.6
ANTH 400M,400M,33,5,8,6,4,8,0,0,2,0,0,0,0,0,19,12,2,0,0,3.497
ANTH 408,408,16,3,10,1,2,0,0,0,0,0,0,0,0,0,14,2,0,0,0,3.894
ANTH 410,410,637,148,187,92,54,52,30,16,20,8,2,2,2,24,427,136,44,6,24,3.441
ANTH 411,411,47,3,33,7,1,1,0,1,0,0,0,0,0,1,43,2,1,0,1,3.798
ANTH 413,413,305,17,50,38,33,66,36,17,16,6,1,5,0,20,105,135,39,6,20,2.952
ANTH 414,414,10,0,1,2,2,2,1,0,0,1,0,0,0,1,3,5,1,0,1,2.84
ANTH 415,415,30,0,11,3,1,11,2,1,0,0,0,0,0,1,14,14,1,0,1,3.303
ANTH 420,420,151,47,38,30,17,7,6,2,1,1,0,1,0,1,115,30,4,1,1,3.666
ANTH 427M,427M,13,1,4,6,1,1,0,0,0,0,0,0,0,0,11,2,0,0,0,3.731
ANTH 428M,428M,13,0,7,5,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,3.808
ANTH 429,429,73,0,12,9,8,12,14,7,4,4,0,0,0,3,21,34,15,0,3,2.91
ANTH 430,430,47,0,4,3,7,7,8,6,5,1,1,2,0,3,7,22,12,3,3,2.587
ANTH 431,431,54,2,6,16,14,11,2,0,2,1,0,0,0,0,24,27,3,0,0,3.361
ANTH 434,434,39,0,15,9,2,7,0,0,1,0,0,1,0,4,24,9,1,1,4,3.177
ANTH 438,438,81,7,29,15,10,5,5,4,1,1,0,0,1,3,51,20,6,1,3,3.39
ANTH 441,441,285,21,89,58,32,32,21,8,6,3,0,1,2,12,168,85,17,3,12,3.336
ANTH 442,442,156,11,38,13,16,21,16,10,16,5,2,2,0,6,62,53,31,4,6,3.021
ANTH 443,443,53,0,13,8,6,8,7,4,3,1,0,1,1,1,21,21,8,2,1,3.074
ANTH 444,444,19,4,10,2,0,0,1,1,1,0,0,0,0,0,16,1,2,0,0,3.705
ANTH 446,446,24,1,4,5,5,3,3,0,2,0,0,0,0,1,10,11,2,0,1,3.171
ANTH 448,448,55,20,9,7,5,5,2,2,2,0,0,0,0,3,36,12,4,0,3,3.407
ANTH 449,449,76,29,21,11,4,6,2,1,0,1,0,0,0,1,61,12,2,0,1,3.701
ANTH 450,450,22,2,8,5,0,5,0,1,0,1,0,0,0,0,15,5,2,0,0,3.523
ANTH 453,453,163,5,46,28,23,20,10,2,7,5,0,0,2,15,79,53,14,2,15,3.061
ANTH 456,456,290,74,94,17,21,30,14,3,10,4,1,1,6,15,185,65,17,8,15,3.352
ANTH 459,459,99,8,30,19,15,16,3,2,2,0,1,1,1,1,57,34,4,3,1,3.429
ANTH 462,462,32,0,5,6,8,10,1,1,0,0,0,0,1,0,11,19,1,1,0,3.259
ANTH 463,463,330,31,76,48,44,48,29,14,10,7,3,0,2,18,155,121,31,5,18,3.159
ANTH 466,466,52,3,11,13,10,4,3,0,1,0,0,0,0,7,27,17,1,0,7,3.062
ANTH 467,467,91,3,19,16,14,15,10,2,4,0,0,2,1,5,38,39,6,3,5,3.085
ANTH 468,468,34,2,11,3,4,6,0,1,1,1,2,0,0,3,16,10,3,2,3,3.026
ANTH 470,470,135,24,34,16,12,21,4,3,3,1,1,0,0,16,74,37,7,1,16,3.115
ANTH 471,471,55,7,24,3,9,8,2,0,1,0,0,1,0,0,34,19,1,1,0,3.585
ANTH 472,472,195,16,74,30,26,22,4,5,10,1,0,0,1,6,120,52,16,1,6,3.423
ANTH 473,473,48,8,10,5,6,8,3,2,2,0,2,1,0,1,23,17,4,3,1,3.221
ANTH 474,474,18,0,9,5,1,3,0,0,0,0,0,0,0,0,14,4,0,0,0,3.711
ANTH 475,475,57,14,17,7,6,4,3,1,3,0,0,0,1,1,38,13,4,1,1,3.488
ANTH 479,479,127,17,29,28,17,10,16,3,0,0,0,1,1,5,74,43,3,2,5,3.35
ANTH 481,481,103,0,54,14,10,14,0,0,4,0,0,0,0,7,68,24,4,0,7,3.406
ANTH 487,487,110,6,20,18,17,21,7,5,6,0,4,2,1,3,44,45,11,7,3,3.091
ANTH 488,488,67,2,9,20,18,7,5,1,0,2,1,1,0,1,31,30,3,2,1,3.282
ANTH 493,493,19,2,6,7,0,1,2,0,1,0,0,0,0,0,15,3,1,0,0,3.595
ANTH 610,610,9,0,4,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3.833
ANTH 611,611,30,9,16,4,1,0,0,0,0,0,0,0,0,0,29,1,0,0,0,3.937
ANTH 689,689,11,4,3,3,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,3.855
ANTM 408,408,13,4,6,0,1,0,1,0,1,0,0,0,0,0,10,2,1,0,0,3.692
ARB 101,101,408,101,138,69,31,20,25,13,3,0,0,0,0,8,308,76,16,0,8,3.62
ARB 102,102,244,59,54,33,29,23,19,10,10,2,0,0,0,5,146,71,22,0,5,3.428
ARB 103,103,179,44,46,26,16,14,5,11,8,3,0,3,0,3,116,35,22,3,3,3.43
ARB 199,199,9,3,0,3,2,0,1,0,0,0,0,0,0,0,6,3,0,0,0,3.6
ARB 201,201,93,24,21,19,11,3,8,2,3,0,0,0,0,2,64,22,5,0,2,3.525
ARB 202,202,71,6,17,17,9,6,10,4,2,0,0,0,0,0,40,25,6,0,0,3.42
ARB 203,203,81,12,17,10,12,13,4,5,4,2,0,0,0,2,39,29,11,0,2,3.275
ARB 301,301,60,12,17,6,6,7,8,1,3,0,0,0,0,0,35,21,4,0,0,3.482
ARB 302,302,58,16,14,7,4,4,6,6,1,0,0,0,0,0,37,14,7,0,0,3.502
ARB 303,303,25,6,11,5,0,0,1,1,0,0,0,0,0,1,22,1,1,0,1,3.66
ARB 331,331,33,1,10,9,5,5,2,1,0,0,0,0,0,0,20,12,1,0,0,3.53
ARB 353,353,127,38,48,30,3,3,1,2,1,0,0,0,0,1,116,7,3,0,1,3.805
ARB 399,399,28,1,7,5,8,2,4,0,0,1,0,0,0,0,13,14,1,0,0,3.407
ARB 410,410,37,4,11,7,7,5,2,0,1,0,0,0,0,0,22,14,1,0,0,3.551
ARCH 201,201,1770,83,390,343,189,274,105,98,106,47,17,54,9,55,816,568,251,80,55,3.102
ARCH 222,222,1054,83,488,190,123,53,28,22,19,12,4,3,2,27,761,204,53,9,27,3.554
ARCH 405,405,9,2,3,1,1,1,0,1,0,0,0,0,0,0,6,2,1,0,0,3.589
ARCH 407,407,161,6,44,45,24,22,9,2,1,4,1,1,0,2,95,55,7,2,2,3.427
ARCH 410,410,309,44,107,73,28,34,12,2,4,1,0,0,1,3,224,74,7,1,3,3.611
ARCH 410L,410L,9,1,1,3,1,2,0,0,0,0,0,1,0,0,5,3,0,1,0,3.267
ARCH 417,417,496,25,60,71,66,126,52,33,42,7,2,6,0,6,156,244,82,8,6,3.063
ARCH 423,423,359,42,128,74,52,26,13,5,10,1,0,0,0,8,244,91,16,0,8,3.542
ARCH 430,430,730,65,171,107,85,128,57,34,55,19,2,2,0,5,343,270,108,4,5,3.265
ARCH 431,431,69,2,27,24,13,1,1,0,1,0,0,0,0,0,53,15,1,0,0,3.701
ARCH 435,435,96,5,49,24,11,0,3,0,1,0,0,0,0,3,78,14,1,0,3,3.658
ARCH 438,438,97,0,29,35,22,3,4,1,0,2,0,0,0,1,64,29,3,0,1,3.542
ARCH 439,439,71,0,34,21,11,0,3,0,0,1,0,1,0,0,55,14,1,1,0,3.673
ARCH 440,440,913,78,268,191,115,108,78,20,23,18,4,1,0,9,537,301,61,5,9,3.432
ARCH 450,450,925,37,144,155,174,193,103,44,46,13,1,3,2,10,336,470,103,6,10,3.189
ARCH 458,458,15,1,9,2,1,1,0,0,0,0,0,0,0,1,12,2,0,0,1,3.58
ARCH 461,461,515,81,66,81,68,67,62,35,20,20,7,3,3,2,228,197,75,13,2,3.202
ARCH 462,462,447,106,91,87,54,34,26,20,6,5,2,4,1,11,284,114,31,7,11,3.432
ARCH 470,470,928,146,147,149,107,142,106,46,43,19,4,7,1,11,442,355,108,12,11,3.26
ARCH 471,471,433,7,53,66,45,102,46,36,42,17,5,6,2,6,126,193,95,13,6,2.939
ARCH 472,472,15,2,1,5,4,2,1,0,0,0,0,0,0,0,8,7,0,0,0,3.493
ARCH 476,476,38,11,8,8,4,2,2,1,1,1,0,0,0,0,27,8,3,0,0,3.584
ARCH 491,491,747,113,278,126,57,103,26,20,14,4,1,0,2,3,517,186,38,3,3,3.589
ARCH 492,492,868,173,186,146,110,110,79,28,12,13,1,3,0,7,505,299,53,4,7,3.453
ARCH 493M,493M,34,5,8,5,4,7,1,1,1,2,0,0,0,0,18,12,4,0,0,3.385
ARCH 495,495,12,0,1,5,3,2,0,0,0,0,0,0,0,1,6,5,0,0,1,3.2
ARCH 500M,500M,10,0,2,3,3,1,0,1,0,0,0,0,0,0,5,4,1,0,0,3.43
ARCH 507,507,240,34,87,67,30,13,7,1,1,0,0,0,0,0,188,50,2,0,0,3.721
ARCH 510,510,277,48,122,62,29,15,1,0,0,0,0,0,0,0,232,45,0,0,0,3.801
ARCH 517,517,291,40,82,61,36,51,14,4,3,0,0,0,0,0,183,101,7,0,0,3.569
ARCH 523,523,95,12,20,36,17,9,1,0,0,0,0,0,0,0,68,27,0,0,0,3.653
ARCH 530,530,183,44,52,45,16,16,7,0,1,0,0,0,0,2,141,39,1,0,2,3.673
ARCH 531,531,12,2,5,1,0,1,2,1,0,0,0,0,0,0,8,3,1,0,0,3.533
ARCH 535,535,57,0,32,19,1,3,1,0,1,0,0,0,0,0,51,5,1,0,0,3.777
ARCH 537,537,69,6,25,20,13,5,0,0,0,0,0,0,0,0,51,18,0,0,0,3.709
ARCH 538,538,83,5,35,21,16,3,3,0,0,0,0,0,0,0,61,22,0,0,0,3.706
ARCH 539,539,48,1,24,22,0,0,0,0,1,0,0,0,0,0,47,0,1,0,0,3.821
ARCH 540,540,326,43,133,74,35,21,13,2,1,1,0,1,1,1,250,69,4,2,1,3.685
ARCH 550,550,228,36,53,59,31,24,12,4,3,2,1,1,0,2,148,67,9,2,2,3.517
ARCH 558,558,51,1,24,25,1,0,0,0,0,0,0,0,0,0,50,1,0,0,0,3.839
ARCH 561,561,157,48,22,23,17,17,21,3,5,1,0,0,0,0,93,55,9,0,0,3.487
ARCH 562,562,223,60,42,44,31,22,10,5,4,4,1,0,0,0,146,63,13,1,0,3.559
ARCH 570,570,207,53,45,43,20,22,15,1,2,1,0,0,1,4,141,57,4,1,4,3.538
ARCH 571,571,339,14,82,53,34,99,30,7,17,1,0,0,0,2,149,163,25,0,2,3.31
ARCH 576,576,35,4,14,4,6,4,1,0,2,0,0,0,0,0,22,11,2,0,0,3.58
ARCH 591,591,202,46,90,33,15,13,4,1,0,0,0,0,0,0,169,32,1,0,0,3.8
ARCH 592,592,302,115,74,53,28,23,9,0,0,0,0,0,0,0,242,60,0,0,0,3.768
ARCH 593M,593M,22,4,7,3,3,3,2,0,0,0,0,0,0,0,14,8,0,0,0,3.609
ARCH 594M,594M,10,4,3,1,0,1,1,0,0,0,0,0,0,0,8,2,0,0,0,3.74
ARCH 595,595,22,6,8,8,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3.891
ARCH 596,596,8,3,4,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,3.712
ARCH 607,607,141,0,56,46,30,8,1,0,0,0,0,0,0,0,102,39,0,0,0,3.687
ARCH 610,610,90,19,24,31,13,1,0,0,0,0,0,0,0,2,74,14,0,0,2,3.696
ARCH 631,631,19,1,5,7,5,0,0,0,0,0,0,0,0,1,13,5,0,0,1,3.495
ARCH 633,633,19,12,5,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3.968
ARCH 661,661,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4.0
ARH 101,101,357,24,58,60,54,62,32,19,14,7,3,3,4,17,142,148,40,10,17,3.064
ARH 150,150,818,76,167,125,104,136,58,39,35,19,9,12,7,31,368,298,93,28,31,3.133
ARH 199,199,86,15,17,14,8,8,8,2,6,3,0,0,1,4,46,24,11,1,4,3.188
ARH 204,204,977,32,289,158,102,123,66,30,56,38,15,28,7,33,479,291,124,50,33,3.122
ARH 205,205,937,49,194,138,121,154,73,40,55,26,10,16,6,55,381,348,121,32,55,3.01
