course_id,course_number,professor,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
EDST 455,455,"Heffernan, Julia Irene",51,16,29,0,0,2,0,0,2,0,0,0,0,2,45,2,2,0,2,3.725
EDST 456,456,"Hatch, Sage T",84,17,42,6,8,4,1,1,4,0,0,1,0,0,65,13,5,1,0,3.698
EDST 456,456,"Jacob, Michelle Marie",49,0,28,11,4,1,2,0,2,0,0,0,0,1,39,7,2,0,1,3.639
EDST 456,456,"Sabzalian, Leilani Rose",51,0,36,11,1,2,0,0,0,1,0,0,0,0,47,3,1,0,0,3.837
EDST 457,457,"Lucero, Audrey",24,0,7,3,1,8,3,1,1,0,0,0,0,0,10,12,2,0,0,3.283
EDST 457,457,"Mathis, Emily Ann",24,7,14,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3.962
EDST 457,457,"Olivos, Edward Martinez",183,0,83,35,17,18,8,3,2,2,1,4,2,8,118,43,7,7,8,3.356
EDST 457,457,"Raza, Nadia K",23,5,16,1,1,0,0,0,0,0,0,0,0,0,22,1,0,0,0,3.957
EDST 463,463,"Clifford, Puja Kumar",104,9,60,13,7,4,4,1,4,2,0,0,0,0,82,15,7,0,0,3.689
EDST 463,463,"Dwoskin, Susan Ellen",83,23,57,3,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,3.989
EDST 463,463,"Lucero, Audrey",584,5,288,144,68,27,23,6,12,8,0,1,0,2,437,118,26,1,2,3.638
EDST 463,463,"Rochester, Rachel Hodges",74,17,49,4,1,0,1,0,0,0,0,0,0,2,70,2,0,0,2,3.849
EDST 464,464,"Greene, Juliauna Alysia",93,29,27,13,5,3,4,3,4,2,0,0,0,3,69,12,9,0,3,3.513
EDST 464,464,"Kirk, Talor Margaret",106,67,17,6,7,3,1,3,0,1,0,0,0,1,90,11,4,0,1,3.789
EDST 464,464,"Olivos, Edward Martinez",673,0,357,157,46,42,22,14,20,5,2,1,1,6,514,110,39,4,6,3.612
EDST 471,471,"Ahearn, Madeline Rose",51,0,29,8,5,5,1,1,0,0,0,0,0,2,37,11,1,0,2,3.571
EDST 471,471,"Jacobson, Kathryn Anne",135,41,59,2,4,20,3,1,4,0,1,0,0,0,102,27,5,1,0,3.706
EDST 471,471,"Strand, Krista Lynn",42,0,23,7,4,2,2,2,0,1,0,1,0,0,30,8,3,1,0,3.567
EDST 472,472,"Ahearn, Madeline Rose",36,5,20,1,2,5,1,0,0,1,0,0,0,1,26,8,1,0,1,3.603
EDST 472,472,"Jacobson, Kathryn Anne",131,52,42,3,8,14,0,2,9,1,0,0,0,0,97,22,12,0,0,3.663
EDST 472,472,"Strand, Krista Lynn",30,0,18,3,3,1,1,1,1,2,0,0,0,0,21,5,4,0,0,3.547
EDST 472,472,"Wilson, Susan Barbara",20,11,3,0,1,4,1,0,0,0,0,0,0,0,14,6,0,0,0,3.7
EDST 611,611,"Rosiek, Gerald Lee",50,7,43,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4.0
EDST 614,614,"Goode, Joanna",118,0,94,4,4,10,6,0,0,0,0,0,0,0,98,20,0,0,0,3.815
EDST 614,614,"Gutierez-Schmich, Tina Manuela",35,0,22,9,1,3,0,0,0,0,0,0,0,0,31,4,0,0,0,3.817
EDST 616,616,"Clifford, Puja Kumar",47,0,41,3,0,2,1,0,0,0,0,0,0,0,44,3,0,0,0,3.911
EDST 616,616,"Donley, Kevin Gerard",53,13,37,0,3,0,0,0,0,0,0,0,0,0,50,3,0,0,0,3.96
EDST 616,616,"Fitch, Katherine Steward",43,36,6,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,3.993
EDST 616,616,"Gutierez-Schmich, Tina Manuela",34,28,5,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3.991
EDST 616,616,"Olivos, Edward Martinez",582,0,467,90,14,4,1,1,4,0,0,0,0,1,557,19,5,0,1,3.904
EDST 616,616,"de Rham, Elizabeth Mansari",33,3,22,3,1,3,0,0,0,0,0,0,0,1,28,4,0,0,1,3.739
EDST 618,618,"Perez, Alfred F",28,0,13,14,0,1,0,0,0,0,0,0,0,0,27,1,0,0,0,3.814
EDST 619,619,"Rath, Courtney Leigh",17,0,11,1,1,4,0,0,0,0,0,0,0,0,12,5,0,0,0,3.706
EDST 620,620,"Case, Erika Elizabeth",26,17,3,3,1,2,0,0,0,0,0,0,0,0,23,3,0,0,0,3.862
EDST 620,620,"Hsieh, Rachel Lynn",14,7,5,0,1,1,0,0,0,0,0,0,0,0,12,2,0,0,0,3.879
EDST 620,620,"Lucero, Audrey",63,0,41,14,6,2,0,0,0,0,0,0,0,0,55,8,0,0,0,3.835
EDST 620,620,"Ruzicka, Angela Rose",102,31,48,14,3,4,2,0,0,0,0,0,0,0,93,9,0,0,0,3.874
EDST 620,620,"Weiser-Nieto, Roshelle Rosalia",24,14,8,1,1,0,0,0,0,0,0,0,0,0,23,1,0,0,0,3.958
EDST 621,621,"Madathil, Lizy C",25,14,5,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3.928
EDST 623,623,"Musheno, Birgit Vencill",36,14,20,1,1,0,0,0,0,0,0,0,0,0,35,1,0,0,0,3.972
EDST 623,623,"Stapleton, Sarah Riggs",13,0,7,4,2,0,0,0,0,0,0,0,0,0,11,2,0,0,0,3.8
EDST 624,624,"Musheno, Birgit Vencill",12,5,3,3,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,3.867
EDST 627,627,"Gutierez-Schmich, Tina Manuela",93,74,9,8,1,1,0,0,0,0,0,0,0,0,91,2,0,0,0,3.956
EDST 628,628,"Gutierez-Schmich, Tina Manuela",82,0,68,8,5,1,0,0,0,0,0,0,0,0,76,6,0,0,0,3.916
EDST 628,628,"Hall, Jeanne Midori Nagayama",47,0,40,4,1,1,0,1,0,0,0,0,0,0,44,2,1,0,0,3.902
EDST 628,628,"Heffernan, Julia Irene",47,20,21,6,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,3.962
EDST 628,628,"Rath, Courtney Leigh",37,0,27,3,2,3,2,0,0,0,0,0,0,0,30,7,0,0,0,3.786
EDST 630,630,"Heffernan, Julia Irene",45,33,6,2,3,1,0,0,0,0,0,0,0,0,41,4,0,0,0,3.918
EDST 631,631,"Heffernan, Julia Irene",30,6,24,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,4.0
EDST 631,631,"Milkovich, Erica Anne",31,25,4,2,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3.981
EDST 631,631,"Rath, Courtney Leigh",33,0,21,6,2,2,1,0,1,0,0,0,0,0,27,5,1,0,0,3.742
EDST 632,632,"Lewin, Larry G",37,18,15,4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3.968
EDST 635,635,"Khatter, Jenoge Joseph",63,26,37,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,4.0
EDST 635,635,"Krop, Samantha L",30,0,25,2,0,1,1,1,0,0,0,0,0,0,27,2,1,0,0,3.847
EDST 635,635,"Sequeira, Carlos A",41,14,15,8,1,3,0,0,0,0,0,0,0,0,37,4,0,0,0,3.851
EDST 636,636,"Schmitke, Alison Louise",22,0,17,4,0,0,0,1,0,0,0,0,0,0,21,0,1,0,0,3.868
EDST 638,638,"Lane, Abby Sharon",147,61,67,11,2,4,0,1,1,0,0,0,0,0,139,6,2,0,0,3.916
EDST 640,640,"Lucero, Audrey",27,0,17,0,9,0,0,0,1,0,0,0,0,0,17,9,1,0,0,3.693
EDST 642,642,"Sabzalian, Leilani Rose",23,0,17,3,0,0,2,0,0,1,0,0,0,0,20,2,1,0,0,3.748
EDST 642,642,"Weiser-Nieto, Roshelle Rosalia",16,7,7,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3.962
EDST 643,643,"Baxter, Juliet Alice",71,0,33,21,8,4,2,0,2,1,0,0,0,0,54,14,3,0,0,3.651
EDST 643,643,"Ruef, Jennifer L",41,21,15,4,0,1,0,0,0,0,0,0,0,0,40,1,0,0,0,3.946
EDST 643,643,"Ruzicka, Angela Rose",73,34,27,9,0,2,1,0,0,0,0,0,0,0,70,3,0,0,0,3.918
EDST 645,645,"Dawson, Dustin Arthur",22,8,8,2,2,1,1,0,0,0,0,0,0,0,18,4,0,0,0,3.805
EDST 645,645,"Ruzicka, Angela Rose",88,25,49,8,2,3,0,1,0,0,0,0,0,0,82,5,1,0,0,3.903
EDST 645,645,"Stapleton, Sarah Riggs",46,6,30,6,2,1,0,0,1,0,0,0,0,0,42,3,1,0,0,3.865
EDST 646,646,"Lane, Abby Sharon",170,93,61,10,4,1,1,0,0,0,0,0,0,0,164,6,0,0,0,3.952
EDST 646,646,"de Rham, Elizabeth Mansari",55,0,37,10,4,1,2,0,0,0,0,0,0,1,47,7,0,0,1,3.756
EDUC 610,610,"Anderson, Daniel John",36,16,16,1,0,1,2,0,0,0,0,0,0,0,33,3,0,0,0,3.892
EDUC 610,610,"DeGarmo, David",29,16,12,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,3.99
EDUC 610,610,"Giuliani, Nicole Roven",50,32,13,2,0,3,0,0,0,0,0,0,0,0,47,3,0,0,0,3.928
EDUC 610,610,"McClure, Heather H",30,7,18,2,2,1,0,0,0,0,0,0,0,0,27,3,0,0,0,3.9
EDUC 610L,610L,"Liebowitz, David Denis",60,19,24,8,7,2,0,0,0,0,0,0,0,0,51,9,0,0,0,3.845
EDUC 610L,610L,"Parr, Nicholas James",41,19,14,6,2,0,0,0,0,0,0,0,0,0,39,2,0,0,0,3.922
EDUC 611,611,"Albin, Richard William",42,19,22,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3.993
EDUC 611,611,"Alonzo, Julie Ann",517,217,205,41,21,19,2,1,0,0,0,1,0,10,463,42,1,1,10,3.82
EDUC 611,611,"Anderson, Daniel John",16,0,9,2,2,1,2,0,0,0,0,0,0,0,11,5,0,0,0,3.65
EDUC 611,611,"Harrison, George Marcusen",64,24,29,6,0,0,0,0,1,1,0,0,0,3,59,0,2,0,3,3.717
EDUC 611,611,"Mazzotti, Valerie Leigh",45,25,15,3,1,0,1,0,0,0,0,0,0,0,43,2,0,0,0,3.936
EDUC 611,611,"Terrazas Arellanes, Fatima Elvira",46,10,34,1,0,1,0,0,0,0,0,0,0,0,45,1,0,0,0,3.972
EDUC 612,612,"Giuliani, Nicole Roven",153,69,52,20,5,6,1,0,0,0,0,0,0,0,141,12,0,0,0,3.89
EDUC 612,612,"Guha, Anwesha",12,4,5,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3.925
EDUC 612,612,"Harrison, George Marcusen",24,11,12,0,1,0,0,0,0,0,0,0,0,0,23,1,0,0,0,3.971
EDUC 612,612,"Skowron, Elizabeth Anne",76,11,47,7,6,5,0,0,0,0,0,0,0,0,65,11,0,0,0,3.851
EDUC 612,612,"Terrazas Arellanes, Fatima Elvira",14,7,5,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3.957
EDUC 612,612,"Van Ryzin, Mark John",16,0,9,6,0,0,0,1,0,0,0,0,0,0,15,0,1,0,0,3.781
EDUC 614,614,"Good, Roland",121,27,65,14,8,5,2,0,0,0,0,0,0,0,106,15,0,0,0,3.856
EDUC 614,614,"Griffin, Amanda Mary",49,25,18,2,2,2,0,0,0,0,0,0,0,0,45,4,0,0,0,3.918
EDUC 614,614,"Harrison, George Marcusen",51,1,38,10,1,0,0,0,0,0,0,0,0,1,49,1,0,0,1,3.849
EDUC 614,614,"Shanley, Caroline Jane",78,18,36,7,6,7,3,1,0,0,0,0,0,0,61,16,1,0,0,3.758
EDUC 614,614,"Van Ryzin, Mark John",198,9,84,54,29,12,8,0,0,1,0,0,0,1,147,49,1,0,1,3.671
EDUC 614,614,"Zopluoglu, Cengiz",65,39,14,6,2,2,2,0,0,0,0,0,0,0,59,6,0,0,0,3.88
EDUC 620,620,"Thier, Michael Adam",20,5,9,1,0,4,0,0,0,0,0,0,0,1,15,4,0,0,1,3.585
EDUC 620,620,"Zvoch, Keith T",67,6,47,8,4,2,0,0,0,0,0,0,0,0,61,6,0,0,0,3.893
EDUC 621,621,"Thier, Michael Adam",14,4,7,1,1,1,0,0,0,0,0,0,0,0,12,2,0,0,0,3.857
EDUC 621,621,"Zvoch, Keith T",31,3,14,6,2,5,1,0,0,0,0,0,0,0,23,8,0,0,0,3.694
EDUC 630,630,"Lindstrom, Lauren Elizabeth",16,3,10,2,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,3.9
EDUC 630,630,"McGregor, Kristidel",35,0,29,2,2,2,0,0,0,0,0,0,0,0,31,4,0,0,0,3.886
EDUC 640,640,"Biancarosa, Gina Marie",72,12,44,8,4,2,1,0,0,0,0,0,0,1,64,7,0,0,1,3.826
EDUC 640,640,"Good, Roland",126,32,65,20,3,4,1,0,0,0,0,0,0,1,117,8,0,0,1,3.862
EDUC 640,640,"Hammond, Mark Andrew",24,0,18,3,1,1,0,1,0,0,0,0,0,0,21,2,1,0,0,3.821
EDUC 640,640,"Harrison, George Marcusen",32,7,16,7,1,0,1,0,0,0,0,0,0,0,30,2,0,0,0,3.872
EDUC 640,640,"Shanley, Caroline Jane",39,14,14,0,4,1,5,0,0,0,0,0,0,1,28,10,0,0,1,3.633
EDUC 640,640,"Van Ryzin, Mark John",105,0,50,40,8,5,2,0,0,0,0,0,0,0,90,15,0,0,0,3.76
EDUC 641,641,"Liebowitz, David Denis",72,18,39,11,2,1,0,0,0,0,0,0,0,1,68,3,0,0,1,3.865
EDUC 642,642,"Biancarosa, Gina Marie",36,14,18,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,3.967
EDUC 642,642,"DeGarmo, David",59,34,19,2,2,2,0,0,0,0,0,0,0,0,55,4,0,0,0,3.932
EDUC 642,642,"Stevens, Joe J",37,2,10,10,3,7,5,0,0,0,0,0,0,0,22,15,0,0,0,3.497
EDUC 642,642,"Zopluoglu, Cengiz",89,56,24,4,3,0,1,0,0,0,0,0,0,1,84,4,0,0,1,3.903
EDUC 643,643,"Liebowitz, David Denis",70,1,38,17,8,3,2,1,0,0,0,0,0,0,56,13,1,0,0,3.743
EDUC 644,644,"Gochyyev, Perman",18,14,3,0,0,0,1,0,0,0,0,0,0,0,17,1,0,0,0,3.928
EDUC 644,644,"Harrison, George Marcusen",18,2,8,0,6,2,0,0,0,0,0,0,0,0,10,8,0,0,0,3.656
EDUC 644,644,"Van Ryzin, Mark John",31,0,25,6,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3.942
EDUC 644,644,"Zvoch, Keith T",55,3,18,17,12,5,0,0,0,0,0,0,0,0,38,17,0,0,0,3.664
EDUC 646,646,"Zvoch, Keith T",14,3,7,1,3,0,0,0,0,0,0,0,0,0,11,3,0,0,0,3.829
EDUC 650,650,"Haq, Shaji Syed",10,3,2,4,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,3.81
EDUC 650,650,"Machalicek, Wendy Ann",21,6,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4.0
EDUC 650,650,"Marshall, Kimberly Briana",28,6,6,8,6,1,0,1,0,0,0,0,0,0,20,7,1,0,0,3.668
EDUC 652,652,"McIntosh, Kent",23,3,9,5,4,2,0,0,0,0,0,0,0,0,17,6,0,0,0,3.726
EDUC 654,654,"Machalicek, Wendy Ann",18,5,12,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3.983
ENG 104,104,"Anson, April Janene",39,1,16,6,2,11,1,1,1,0,0,0,0,0,23,14,2,0,0,3.508
ENG 104,104,"Bostrom, Margaret",74,3,25,18,8,4,7,2,5,1,1,0,0,0,46,19,8,1,0,3.426
ENG 104,104,"Bray, Allison Amber",24,1,2,7,6,2,2,2,2,0,0,0,0,0,10,10,4,0,0,3.238
ENG 104,104,"Brock, Justin Dylan",32,0,9,11,6,2,2,1,0,1,0,0,0,0,20,10,2,0,0,3.497
ENG 104,104,"Bryant-Berg, Kristy Ann",119,7,20,13,28,17,8,7,5,3,0,5,0,6,40,53,15,5,6,3.003
ENG 104,104,"Clark, Stephanie Elizabeth",59,2,9,6,7,14,6,4,1,3,1,2,0,4,17,27,8,3,4,2.832
ENG 104,104,"Ecklund, Ashley Jeanette",77,7,36,15,11,0,4,2,1,1,0,0,0,0,58,15,4,0,0,3.674
ENG 104,104,"Elliott, Meghan Alexa",71,10,26,15,6,3,5,2,2,2,0,0,0,0,51,14,6,0,0,3.575
ENG 104,104,"Fenton, Caela G",34,1,4,12,7,6,0,0,3,0,1,0,0,0,17,13,3,1,0,3.318
ENG 104,104,"Floyd, Courtney A",70,17,11,13,3,7,2,4,5,3,0,2,1,2,41,12,12,3,2,3.191
ENG 104,104,"Hannah, Matthew Nathan",31,0,6,4,8,6,3,3,0,0,0,0,0,1,10,17,3,0,1,3.168
ENG 104,104,"Hatay, Molly Lynn",79,15,30,17,4,4,3,1,0,0,0,0,0,5,62,11,1,0,5,3.525
ENG 104,104,"Heeren, Travis Roy",39,5,23,7,1,1,0,0,0,1,0,0,0,1,35,2,1,0,1,3.741
ENG 104,104,"Huang, Yi-lun",145,6,34,31,30,25,11,2,3,0,0,0,0,3,71,66,5,0,3,3.372
ENG 104,104,"Jarvis, Michael Ronald",32,1,9,7,3,2,1,0,1,1,1,0,0,6,17,6,2,1,6,2.797
ENG 104,104,"Johnson, Abigail Sophia",36,5,17,8,1,1,0,0,0,1,1,2,0,0,30,2,1,3,0,3.581
ENG 104,104,"Jung, Junha",78,1,21,27,8,7,6,1,0,0,0,2,0,5,49,21,1,2,5,3.279
ENG 104,104,"Kelly, Kristy Lee",33,0,5,10,5,7,0,6,0,0,0,0,0,0,15,12,6,0,0,3.282
ENG 104,104,"Kielb, Alexis Elizabeth",28,0,2,5,2,4,9,2,0,4,0,0,0,0,7,15,6,0,0,2.886
ENG 104,104,"Kovalchuk, Anna",72,0,14,12,13,13,8,1,3,7,0,0,0,1,26,34,11,0,1,3.113
ENG 104,104,"Krieg, Charles Parker",28,0,5,5,5,7,1,4,1,0,0,0,0,0,10,13,5,0,0,3.211
ENG 104,104,"LeMenager, Stephanie Susan",44,1,8,5,10,8,7,2,0,1,0,0,0,2,14,25,3,0,2,3.107
ENG 104,104,"LeRud, Elizabeth Joy",61,0,9,12,11,10,10,3,2,1,0,1,0,2,21,31,6,1,2,3.07
ENG 104,104,"Li, David Lewei",35,1,1,6,0,6,4,0,5,5,0,4,0,3,8,10,10,4,3,2.329
ENG 104,104,"McAlvage, Katherine Elizabeth",36,0,5,7,3,9,8,1,2,0,0,0,0,1,12,20,3,0,1,3.075
ENG 104,104,"Morton-Starner, Erica",27,0,4,3,6,8,2,2,0,1,0,0,0,1,7,16,3,0,1,3.059
ENG 104,104,"Newsom, Alexandria Jordan",34,4,6,4,2,1,3,2,3,5,0,0,0,4,14,6,10,0,4,2.694
ENG 104,104,"Preston, Sarah Amber",38,17,11,3,0,4,0,0,1,0,0,0,0,2,31,4,1,0,2,3.608
ENG 104,104,"Quigley, Mark S",37,2,9,3,3,8,1,0,6,1,0,0,1,3,14,12,7,1,3,2.868
ENG 104,104,"Reynolds, Megan V",38,2,12,7,4,2,2,3,2,2,0,0,0,2,21,8,7,0,2,3.179
ENG 104,104,"Rochester, Rachel Hodges",74,0,12,16,13,14,7,2,1,1,2,2,0,4,28,34,4,4,4,3.026
ENG 104,104,"Rondot, Sarah Ray",32,1,5,5,8,7,4,0,2,0,0,0,0,0,11,19,2,0,0,3.272
ENG 104,104,"Rovak, Angela Lynn",114,1,15,30,23,13,18,7,2,3,0,0,0,2,46,54,12,0,2,3.19
ENG 104,104,"Sansone, John Paul",33,2,7,4,8,3,4,0,2,1,0,0,1,1,13,15,3,1,1,3.133
ENG 104,104,"Selcer, Leslie Grace",33,0,12,14,2,2,2,0,0,0,0,0,0,1,26,6,0,0,1,3.57
ENG 104,104,"Smars, Bjorn P",39,0,8,3,5,12,3,2,2,1,0,1,0,2,11,20,5,1,2,2.949
ENG 104,104,"Smith, Michael P",39,0,21,7,6,3,1,0,0,0,0,0,0,1,28,10,0,0,1,3.626
ENG 104,104,"Steele, Alexander Jacob",78,5,19,17,12,7,5,2,3,7,0,0,0,1,41,24,12,0,1,3.276
ENG 104,104,"Tiwari, Avinnash Persaud",119,4,83,14,9,6,0,0,0,1,0,0,0,2,101,15,1,0,2,3.775
ENG 104,104,"Upton, Corbett Earl",111,0,9,24,17,20,22,8,4,3,0,3,0,1,33,59,15,3,1,3.016
ENG 104,104,"Weeber, Susan Cooke",17,0,3,2,0,1,3,2,1,0,0,2,0,3,5,4,3,2,3,2.3
ENG 104,104,"Wheeler, Elizabeth",159,2,39,32,23,19,15,4,8,8,1,3,0,5,73,57,20,4,5,3.138
ENG 104,104,"Wilde, Jenee Jordan",27,0,5,4,4,10,1,0,2,0,0,1,0,0,9,15,2,1,0,3.174
ENG 104,104,"Witte, John Craig",60,0,1,12,12,14,10,7,0,1,0,0,0,3,13,36,8,0,3,2.913
ENG 104,104,"Wonham, Henry",35,0,5,7,15,1,5,1,0,0,0,0,0,1,12,21,1,0,1,3.263
ENG 104,104,"Zandstra, Robert Arnold",23,0,8,6,2,1,0,2,0,2,0,0,1,1,14,3,4,1,1,3.152
ENG 104Z,104Z,"Cheong, Selene Lyann",36,9,15,5,5,2,0,0,0,0,0,0,0,0,29,7,0,0,0,3.806
ENG 104Z,104Z,"Combs, Rachel Ann",36,28,6,0,0,0,0,1,0,0,0,0,0,1,34,0,1,0,1,3.842
ENG 104Z,104Z,"Cortez, Jose Manuel",33,19,6,1,0,0,0,0,1,2,0,0,0,4,26,0,3,0,4,3.306
ENG 104Z,104Z,"Heine, Jessie Anne",38,14,10,8,0,2,1,1,0,0,0,0,0,2,32,3,1,0,2,3.595
ENG 104Z,104Z,"Ivy, Christopher A",40,17,16,0,2,2,2,0,0,0,0,0,0,1,33,6,0,0,1,3.75
ENG 104Z,104Z,"LeMenager, Stephanie Susan",39,4,18,7,5,3,0,0,1,0,0,0,0,1,29,8,1,0,1,3.626
ENG 104Z,104Z,"Zeller, Hannah Robb",39,4,21,6,2,2,0,1,0,0,0,0,0,3,31,4,1,0,3,3.515
ENG 105,105,"Burkert, Madelaine A",107,2,32,21,9,16,7,6,4,3,0,1,2,4,55,32,13,3,4,3.174
ENG 105,105,"Conable, William F",117,4,33,26,14,23,7,5,1,1,0,0,0,3,63,44,7,0,3,3.363
ENG 105,105,"Fogarty, William Gerald",13,0,0,4,3,3,2,1,0,0,0,0,0,0,4,8,1,0,0,3.185
ENG 105,105,"Gentile, Francesca Rosa",17,0,2,6,6,0,1,1,1,0,0,0,0,0,8,7,2,0,0,3.353
ENG 105,105,"Huang, Yi-lun",40,9,14,3,5,6,0,0,1,1,0,0,0,1,26,11,2,0,1,3.532
ENG 105,105,"O'Fallon, Kathleen Adele",29,0,2,2,13,4,4,2,1,1,0,0,0,0,4,21,4,0,0,3.083
ENG 105,105,"Wonham, Henry",79,1,13,19,21,12,7,1,4,0,0,1,0,0,33,40,5,1,0,3.314
ENG 105Z,105Z,"Carroll, Anna Jane",38,30,1,0,0,2,0,1,1,0,0,0,0,3,31,2,2,0,3,3.534
ENG 105Z,105Z,"Recker, Indigo Paris Ierulli",39,30,3,3,1,0,0,1,0,0,0,0,0,1,36,1,1,0,1,3.813
ENG 106,106,"Carroll, Anna Jane",238,57,64,49,20,21,14,1,2,4,0,0,0,6,170,55,7,0,6,3.551
ENG 106,106,"Craven, Robert Brian",29,9,4,2,3,5,0,0,2,2,1,0,0,1,15,8,4,1,1,3.207
ENG 106,106,"Crosswhite, James",38,0,9,3,14,7,3,0,2,0,0,0,0,0,12,24,2,0,0,3.326
ENG 106,106,"Donkin, Michael George",39,3,33,0,0,1,2,0,0,0,0,0,0,0,36,3,0,0,0,3.908
ENG 106,106,"Kerr, Bead Nvova",38,7,4,5,3,8,1,0,3,0,0,1,0,6,16,12,3,1,6,2.792
ENG 106,106,"LaRiviere, Katie Jo",77,1,10,25,12,10,6,4,4,2,0,1,0,2,36,28,10,1,2,3.168
ENG 106,106,"Roethle, Christopher James",40,12,1,10,6,2,6,0,2,1,0,0,0,0,23,14,3,0,0,3.417
ENG 106,106,"Saunders, Benjamin David",128,6,19,22,13,18,14,5,13,7,0,0,0,11,47,45,25,0,11,2.855
ENG 106,106,"Smith, Michael P",36,3,17,9,2,2,2,1,0,0,0,0,0,0,29,6,1,0,0,3.711
ENG 106,106,"Tan, Czander Lopez",36,2,8,7,4,6,5,1,1,2,0,0,0,0,17,15,4,0,0,3.286
ENG 106,106,"Thorsson, Courtney",16,2,6,6,1,1,0,0,0,0,0,0,0,0,14,2,0,0,0,3.781
ENG 106,106,"Upton, Corbett Earl",36,1,11,11,4,4,2,2,0,0,0,0,0,1,23,10,2,0,1,3.442
ENG 106,106,"Wakefield, Eleanor Grace",156,17,38,23,26,27,8,1,6,3,1,1,0,5,78,61,10,2,5,3.303
ENG 106,106,"Witte, John Craig",29,1,0,4,3,12,5,1,2,0,0,0,0,1,5,20,3,0,1,2.914
ENG 106,106,"Wonham, Henry",85,2,11,15,31,17,6,1,2,0,0,0,0,0,28,54,3,0,0,3.333
ENG 106,106,"Wright, Paula Ann",40,0,23,9,3,3,0,0,0,1,0,0,0,1,32,6,1,0,1,3.648
ENG 106Z,106Z,"Pyle, Forest",38,5,13,6,4,7,0,1,1,1,0,0,0,0,24,11,3,0,0,3.537
ENG 106Z,106Z,"Saunders, Benjamin David",46,10,12,9,6,4,3,1,0,1,0,0,0,0,31,13,2,0,0,3.591
ENG 106Z,106Z,"Wakefield, Eleanor Grace",70,18,20,7,3,5,3,2,2,2,1,1,0,6,45,11,6,2,6,3.217
ENG 107,107,"Eccleston, Rachel Anne",29,1,8,3,4,5,2,1,1,4,0,0,0,0,12,11,6,0,0,3.166
ENG 107,107,"Heeren, Travis Roy",37,4,19,5,4,4,0,0,0,0,0,0,0,1,28,8,0,0,1,3.668
ENG 107,107,"Huang, Yi-lun",40,9,9,5,17,0,0,0,0,0,0,0,0,0,23,17,0,0,0,3.665
ENG 107,107,"Laskaya, Catherine Anne",32,0,3,3,5,5,4,3,3,2,2,0,0,2,6,14,8,2,2,2.634
ENG 107,107,"Sanyal, Debarghya",28,5,11,4,4,2,0,1,0,0,0,0,1,0,20,6,1,1,0,3.607
ENG 107,107,"Shankman, Steven",166,1,27,34,33,40,13,7,4,2,0,0,0,5,62,86,13,0,5,3.189
ENG 108,108,"Dawson, Brent McKenzie",34,2,7,4,9,4,3,0,2,0,0,0,0,3,13,16,2,0,3,3.076
ENG 108,108,"Godwin, Hannah Pittman",35,0,2,13,10,7,3,0,0,0,0,0,0,0,15,20,0,0,0,3.377
ENG 108,108,"Macrae, Mitchell Ryan",32,0,14,3,3,5,6,0,1,0,0,0,0,0,17,14,1,0,0,3.444
ENG 108,108,"Myers, Katie Eden",34,5,7,6,3,6,2,0,2,0,0,1,0,2,18,11,2,1,2,3.191
ENG 108,108,"Shankman, Steven",38,0,3,7,9,10,3,2,1,3,0,0,0,0,10,22,6,0,0,3.089
ENG 108,108,"Southworth, Helen Elizabeth",34,0,6,7,5,1,4,7,1,1,0,0,0,2,13,10,9,0,2,2.941
ENG 109,109,"Shankman, Steven",67,2,16,19,8,15,4,0,0,1,0,0,0,2,37,27,1,0,2,3.376
ENG 110,110,"Cheney, Zachary Ayres",116,0,45,27,16,16,3,3,3,1,1,0,0,1,72,35,7,1,1,3.489
ENG 110,110,"Ellapen, Jordache Abner",34,0,0,16,8,8,1,0,0,0,0,0,1,0,16,17,0,1,0,3.324
